showed	67	RelNScrEv, 21, UnrelEv, 7, ScrEv_talk_haircut, 7, ScrEv_present_ID/ticket, 7, ScrEv_conductor_checks, 5, ScrEv_present_boarding_pass, 4, ScrEv_look_mirror, 4, ScrEv_show_card, 3, ScrEv_get_ticket, 2, ScrEv_other, 2, ScrEv_train_arrives, 1, ScrEv_get_train_station, 1, ScrEv_listen_crew, 1, ScrEv_use_computer, 1, ScrEv_enter, 1
shop	67	Evoking, 6, ScrEv_get_groceries, 5, ScrEv_go_grocery, 2, RelNScrEv, 1
stopped	66	ScrEv_bus_stops, 25, RelNScrEv, 11, UnrelEv, 11, ScrEv_bus_comes, 5, ScrEv_arrive_destination, 3, ScrEv_close_drain, 2, ScrEv_get_off, 2, ScrEv_conductor_checks, 1, ScrEv_get_salon, 1, ScrEv_train_arrives, 1, ScrEv_move_section, 1, ScrEv_get_library, 1, ScrEv_turn_water_off, 1
borrow	65	Evoking, 46, ScrEv_take_book, 7, ScrEv_register, 6, RelNScrEv, 2, UnrelEv, 1, ScrEv_other, 1
pass	65	RelNScrEv, 8, ScrEv_spend_time_train, 2, UnrelEv, 2, ScrEv_wait_boarding, 1, ScrEv_spend_time_flight, 1, ScrEv_spend_time_bus, 1
using	65	UnrelEv, 32, RelNScrEv, 18, ScrEv_cut, 2, ScrEv_get_tools, 2, ScrEv_take_shop_cart, 1, ScrEv_pack_groceries, 1, ScrEv_use_computer, 1, Evoking, 1, ScrEv_prepare_ingredients, 1, ScrEv_pay, 1, ScrEv_check_time-table, 1, ScrEv_choose_recipe, 1, Unclear, 1
dried	65	ScrEv_dry, 44, RelNScrEv, 6, UnrelEv, 4, ScrEv_other, 1
riding	64	ScrEv_ride_bike, 41, Evoking, 16, RelNScrEv, 3, ScrEv_ride, 2, UnrelEv, 1
taking	64	Evoking, 29, UnrelEv, 13, ScrEv_take_off, 5, ScrEv_take_out_oven, 4, RelNScrEv, 2, ScrEv_undress, 2, ScrEv_spend_time_flight, 1, ScrEv_other, 1, ScrEv_take_tire_off, 1, ScrEv_take_out_cake_tin, 1, ScrEv_wash, 1, ScrEv_conductor_checks, 1, ScrEv_get_tree, 1, ScrEv_bring_vehicle, 1, ScrEv_set_time, 1
give	63	UnrelEv, 18, RelNScrEv, 9, ScrEv_other, 5, ScrEv_water, 3, ScrEv_leave_tip, 3, ScrEv_pay, 3, ScrEv_conductor_checks, 2, ScrEv_show_card, 2, ScrEv_get_ticket, 2, ScrEv_listen_crew, 2, ScrEv_check_in, 2, ScrEv_place_fertilizers, 2, ScrEv_cut, 2, ScrEv_get_airport, 1, ScrEv_customer_opinion, 1, ScrEv_wash, 1, ScrEv_get_groceries, 1, ScrEv_make_hair_style, 1, ScrEv_get_receipt, 1, Unclear, 1
relax	62	ScrEv_relax, 49, UnrelEv, 8, ScrEv_spend_time_train, 3, ScrEv_spend_time_flight, 1, ScrEv_spend_time_bus, 1
repair	62	Evoking, 25
hand	62	RelNScrEv, 2, ScrEv_get_ticket, 2, ScrEv_present_boarding_pass, 1, ScrEv_other, 1, ScrEv_pay, 1, ScrEv_present_ID/ticket, 1
opened	62	ScrEv_door_opens, 25, RelNScrEv, 14, UnrelEv, 6, ScrEv_other, 4, ScrEv_prepare_ingredients, 4, ScrEv_open_drain, 3, ScrEv_take_out_oven, 2, ScrEv_get_ingredients, 2, ScrEv_choose_recipe, 1, ScrEv_check_catalog, 1
boarding	62	ScrEv_board_plane, 24, ScrEv_get_on, 4, RelNScrEv, 2, ScrEv_board_bus, 2
grow	62	RelNScrEv, 57, UnrelEv, 5
'm	61	UnrelEv, 28
relaxing	60	ScrEv_relax, 39, UnrelEv, 7, RelNScrEv, 4, ScrEv_spend_time_flight, 1
handed	60	RelNScrEv, 23, ScrEv_show_card, 9, ScrEv_conductor_checks, 8, ScrEv_pay, 6, ScrEv_other, 4, UnrelEv, 3, ScrEv_get_receipt, 2, ScrEv_get_ticket, 1, ScrEv_present_boarding_pass, 1, ScrEv_present_ID/ticket, 1, ScrEv_register, 1
noticed	59	UnrelEv, 32, ScrEv_notice_problem, 24, RelNScrEv, 1, ScrEv_talk_haircut, 1, ScrEv_check_time-table, 1
purchased	59	ScrEv_get_tickets, 17, ScrEv_get_ticket, 16, ScrEv_get_tree, 8, ScrEv_get_tools, 6, RelNScrEv, 3, ScrEv_get_ingredients, 3, ScrEv_get_groceries, 2, ScrEv_get_tire, 2, UnrelEv, 1, ScrEv_prepare_bath, 1
part	58	RelNScrEv, 1
shovel	58	ScrEv_dig_hole, 1
wash	57	ScrEv_wash, 35, UnrelEv, 1, ScrEv_other, 1
drive	57	UnrelEv, 24, ScrEv_go_grocery, 7, ScrEv_get_airport, 6, ScrEv_leave, 5, ScrEv_get_library, 4, ScrEv_get_train_station, 2, RelNScrEv, 1, ScrEv_get_salon, 1, ScrEv_other, 1, ScrEv_get_ingredients, 1
order	57	ScrEv_spend_time_train, 1
packed	56	ScrEv_pack_luggage, 19, RelNScrEv, 15, UnrelEv, 7, ScrEv_bring_vehicle, 3, ScrEv_other, 3, ScrEv_pack_groceries, 2, ScrEv_refill_hole, 2, ScrEv_tamp_dirt, 1, ScrEv_get_tools, 1
checkout	56	ScrEv_go_checkout, 1
shower	55	RelNScrEv, 2, UnrelEv, 2
stepped	55	ScrEv_sink_water, 13, ScrEv_board_bus, 8, ScrEv_get_off, 8, ScrEv_get_out_bath, 7, RelNScrEv, 5, UnrelEv, 4, ScrEv_other, 2, ScrEv_get_on, 2, ScrEv_go_security_checks, 1, ScrEv_find_terminal, 1, ScrEv_leave, 1, ScrEv_tamp_dirt, 1, ScrEv_get_library, 1, ScrEv_exit_plane, 1
name	55	UnrelEv, 1
boarded	54	ScrEv_get_on, 22, ScrEv_board_plane, 17, ScrEv_board_bus, 11, RelNScrEv, 2, UnrelEv, 1, ScrEv_get_off, 1
due	54	ScrEv_return_book, 1
bring	53	RelNScrEv, 25, UnrelEv, 10, ScrEv_return_book, 5, ScrEv_make_list, 2, ScrEv_go_check_out, 2, ScrEv_take_bags, 2, ScrEv_prepare_bath, 2, ScrEv_check_luggage, 1, ScrEv_get_ticket, 1, ScrEv_pack_luggage, 1, ScrEv_get_ingredients, 1, ScrEv_move_in_salon, 1
oil	53	ScrEv_grease_cake_tin, 3
cutting	53	ScrEv_cut, 46, ScrEv_other, 1, Evoking, 1
experience	52	RelNScrEv, 2, UnrelEv, 1, Evoking, 1
shampoo	52	ScrEv_wash, 2
being	51	UnrelEv, 27, RelNScrEv, 2, Evoking, 2, ScrEv_talk_haircut, 1
realized	51	UnrelEv, 42, ScrEv_notice_problem, 8
stood	51	UnrelEv, 15, ScrEv_wait, 11, ScrEv_other, 5, RelNScrEv, 4, ScrEv_get_out_bath, 3, ScrEv_go_exit, 3, ScrEv_find_place, 3, ScrEv_spend_time_bus, 2, ScrEv_move_exit, 2, ScrEv_go_check_out, 1, ScrEv_wait_boarding, 1, ScrEv_place_root, 1
excited	51	UnrelEv, 27
travel	50	RelNScrEv, 21, UnrelEv, 3, Evoking, 3
its	50	UnrelEv, 1
rode	50	ScrEv_ride_bike, 21, Evoking, 17, RelNScrEv, 5, ScrEv_ride, 5, ScrEv_get_airport, 1, ScrEv_spend_time_train, 1
stops	50	ScrEv_bus_stops, 3, RelNScrEv, 1, UnrelEv, 1, ScrEv_other, 1, ScrEv_bus_comes, 1
mixing	49	ScrEv_make_dough, 16, ScrEv_prepare_ingredients, 9, RelNScrEv, 1
planted	49	Evoking, 29, ScrEv_place_root, 9, RelNScrEv, 6, UnrelEv, 2
wet	49	ScrEv_wash, 5, RelNScrEv, 3, UnrelEv, 1, ScrEv_apply_soap, 1
flying	49	Evoking, 21, RelNScrEv, 12, UnrelEv, 8, ScrEv_other, 6, ScrEv_take_off, 1
watched	47	UnrelEv, 16, ScrEv_spend_time_flight, 8, RelNScrEv, 8, ScrEv_spend_time_train, 6, ScrEv_spend_time_bus, 4, ScrEv_wait, 1, ScrEv_other, 1, ScrEv_fill_water/wait, 1, ScrEv_look_mirror, 1
feel	47	UnrelEv, 31, RelNScrEv, 3, ScrEv_relax, 2, ScrEv_check_new_tire, 1, ScrEv_spend_time_flight, 1, ScrEv_spend_time_train, 1, ScrEv_customer_opinion, 1, ScrEv_notice_problem, 1
seemed	46	UnrelEv, 39, ScrEv_check_new_tire, 1, ScrEv_notice_problem, 1
tip	46	ScrEv_leave_tip, 4
bubble	45	RelNScrEv, 1
parked	45	RelNScrEv, 26, UnrelEv, 16, ScrEv_other, 2, ScrEv_get_airport, 1
thanked	45	RelNScrEv, 33, ScrEv_small_talk, 6, UnrelEv, 6
rest	44	ScrEv_relax, 2, RelNScrEv, 1, UnrelEv, 1, ScrEv_spend_time_train, 1
think	44	UnrelEv, 40, RelNScrEv, 1
remove	44	ScrEv_remove_tire, 10, RelNScrEv, 8, ScrEv_take_tire_off, 7, ScrEv_take_out_oven, 4, ScrEv_free_wheel, 3, ScrEv_go_security_checks, 2, ScrEv_take_out_cake_tin, 2, ScrEv_unwrap_root, 2, ScrEv_loose_nut, 1, ScrEv_other, 1, ScrEv_get_utensils, 1, ScrEv_remove_cap, 1, ScrEv_cut, 1, ScrEv_brush_hair, 1
return	44	ScrEv_return_book, 15, RelNScrEv, 14, UnrelEv, 2, ScrEv_other, 1, ScrEv_return_shop_cart, 1, ScrEv_get_bus_stop, 1
garden	43	RelNScrEv, 1, UnrelEv, 1
change	43	UnrelEv, 5, RelNScrEv, 1, Unclear, 1, ScrEv_change_bus, 1, Evoking, 1
close	43	ScrEv_close_drain, 2, ScrEv_put_cake_oven, 1, UnrelEv, 1, ScrEv_other, 1
purchase	43	ScrEv_get_tickets, 9, ScrEv_get_groceries, 7, ScrEv_get_ingredients, 5, ScrEv_get_tree, 4, RelNScrEv, 2, ScrEv_get_ticket, 2, UnrelEv, 2, ScrEv_pay, 2, ScrEv_spend_time_train, 1, ScrEv_other, 1, ScrEv_get_tools, 1
parking	43	UnrelEv, 6, RelNScrEv, 3
try	43	UnrelEv, 27, RelNScrEv, 3, ScrEv_eat, 1
should	42	UnrelEv, 2
watered	42	ScrEv_water, 42
grab	42	RelNScrEv, 7, ScrEv_get_groceries, 7, ScrEv_prepare_bath, 7, ScrEv_take_shop_cart, 6, ScrEv_get_towel, 3, UnrelEv, 3, ScrEv_retrieve_luggage, 2, ScrEv_get_ticket, 1, ScrEv_refill_tire_air, 1, ScrEv_other, 1, ScrEv_sit_down, 1, ScrEv_spend_time_train, 1, ScrEv_take_clean_clothes, 1, ScrEv_take_book, 1
chose	42	RelNScrEv, 7, UnrelEv, 7, ScrEv_find_place, 7, ScrEv_choose_tree, 5, ScrEv_get_groceries, 4, ScrEv_take_shop_cart, 3, ScrEv_other, 2, ScrEv_take_book, 2, ScrEv_get_ticket, 1, ScrEv_go_checkout, 1, ScrEv_choose_recipe, 1, ScrEv_get_tickets, 1
doing	41	UnrelEv, 32, RelNScrEv, 4, Evoking, 2, ScrEv_spend_time_train, 1, Unclear, 1
schedule	41	ScrEv_make_appointment, 1, UnrelEv, 1
enjoyed	41	UnrelEv, 24, ScrEv_spend_time_train, 5, ScrEv_spend_time_flight, 2, RelNScrEv, 2, ScrEv_eat, 2, ScrEv_customer_opinion, 2, ScrEv_relax, 2, ScrEv_small_talk, 1, ScrEv_ride, 1
putting	41	RelNScrEv, 11, UnrelEv, 5, ScrEv_put_new_tire, 4, ScrEv_pack_groceries, 2, ScrEv_other, 2, ScrEv_get_tools, 2, ScrEv_get_ticket, 1, ScrEv_add_ingredients, 1, ScrEv_refill_tire_air, 1, ScrEv_put_patch/seal, 1, Evoking, 1, ScrEv_prepare_bath, 1, ScrEv_get_groceries, 1, ScrEv_stow_away_luggage, 1, ScrEv_decorate, 1, ScrEv_refill_hole, 1, ScrEv_close_drain, 1, ScrEv_place_root, 1, ScrEv_check, 1, ScrEv_put_conveyor, 1, ScrEv_unwrap_root, 1
having	40	UnrelEv, 15, RelNScrEv, 4, Evoking, 2, ScrEv_spend_time_flight, 1, ScrEv_eat, 1, ScrEv_ride_bike, 1, ScrEv_notice_problem, 1
live	40	UnrelEv, 39
eat	40	UnrelEv, 16, ScrEv_eat, 12, ScrEv_spend_time_train, 7, ScrEv_spend_time_flight, 3, RelNScrEv, 1
run	39	RelNScrEv, 17, UnrelEv, 8, ScrEv_fill_water/wait, 3, ScrEv_turn_water_on, 2, ScrEv_take_out_cake_tin, 1, ScrEv_water, 1
add	39	ScrEv_add_ingredients, 16, ScrEv_put_bubble_bath_scent, 5, RelNScrEv, 4, ScrEv_other, 2, ScrEv_place_fertilizers, 2, ScrEv_make_list, 1, UnrelEv, 1, Evoking, 1, ScrEv_prepare_ingredients, 1, ScrEv_pay, 1, ScrEv_cashier_scan/weight, 1, ScrEv_decorate, 1, ScrEv_prepare_bath, 1, ScrEv_get_groceries, 1, ScrEv_cut, 1
sitting	39	UnrelEv, 17, RelNScrEv, 5, ScrEv_wait, 3, ScrEv_spend_time_bus, 3, ScrEv_find_place, 3, ScrEv_take_seat, 2, ScrEv_wait_boarding, 1, ScrEv_spend_time_flight, 1, ScrEv_wash, 1, ScrEv_fill_water/wait, 1, ScrEv_relax, 1
stand	39	RelNScrEv, 10, ScrEv_spend_time_bus, 5, UnrelEv, 4, ScrEv_find_place, 4, ScrEv_wait, 3, ScrEv_get_out_bath, 3, ScrEv_spend_time_train, 1
open	38	RelNScrEv, 5, ScrEv_door_opens, 4, UnrelEv, 2, ScrEv_spend_time_flight, 1, ScrEv_prepare_ingredients, 1, ScrEv_open_drain, 1, ScrEv_put_bubble_bath_scent, 1, ScrEv_spend_time_bus, 1
cream	38	ScrEv_prepare_ingredients, 1, UnrelEv, 1
call	37	UnrelEv, 7, ScrEv_make_appointment, 4, RelNScrEv, 2, ScrEv_listen_call, 1, ScrEv_add_ingredients, 1, ScrEv_get_called, 1
printed	37	RelNScrEv, 15, UnrelEv, 11, ScrEv_get_tickets, 5, ScrEv_get_ticket, 4, ScrEv_other, 2
gathered	37	ScrEv_get_ingredients, 10, RelNScrEv, 8, ScrEv_prepare_bath, 5, UnrelEv, 3, ScrEv_other, 2, ScrEv_get_groceries, 2, ScrEv_take_bags, 2, ScrEv_wait, 1, ScrEv_take_clean_clothes, 1, ScrEv_get_on, 1, ScrEv_get_tools, 1, ScrEv_take_book, 1
helped	37	UnrelEv, 21, RelNScrEv, 15
coming	37	UnrelEv, 16, RelNScrEv, 6, ScrEv_bus_comes, 3, ScrEv_other, 3, ScrEv_train_arrives, 2, ScrEv_arrive_destination, 1, ScrEv_get_salon, 1, ScrEv_bus_stops, 1, ScrEv_enter, 1, ScrEv_make_appointment, 1, ScrEv_conductor_checks, 1, ScrEv_fill_water/wait, 1
end	37	UnrelEv, 4, ScrEv_arrive_destination, 1, ScrEv_get_groceries, 1, RelNScrEv, 1
hold	36	RelNScrEv, 25, UnrelEv, 6, ScrEv_bring_vehicle, 1
process	36	ScrEv_conductor_checks, 1
pushed	36	ScrEv_other, 5, ScrEv_move_section, 4, RelNScrEv, 4, ScrEv_bring_vehicle, 4, UnrelEv, 4, ScrEv_press_stop_button, 4, ScrEv_go_checkout, 3, ScrEv_put_new_tire, 2, ScrEv_take_off_preparations, 2, ScrEv_enter, 1, ScrEv_get_ticket, 1, ScrEv_dig_hole, 1, ScrEv_take_tire_off, 1
reached	36	UnrelEv, 9, ScrEv_bus_stops, 6, ScrEv_arrive_destination, 5, RelNScrEv, 5, ScrEv_other, 3, ScrEv_go_grocery, 2, ScrEv_move_section, 1, ScrEv_train_arrives, 1, ScrEv_choose_tree, 1, ScrEv_get_airport, 1, ScrEv_get_bus_stop, 1, ScrEv_get_library, 1
own	36	UnrelEv, 5
smooth	35	ScrEv_decorate, 1, ScrEv_tamp_dirt, 1
liked	35	UnrelEv, 23, ScrEv_customer_opinion, 6, RelNScrEv, 3, ScrEv_talk_haircut, 2
running	35	ScrEv_fill_water/wait, 14, RelNScrEv, 11, UnrelEv, 7, ScrEv_turn_water_on, 1, ScrEv_comb, 1, ScrEv_scalp_massage, 1
baked	35	ScrEv_wait, 11, RelNScrEv, 11, Evoking, 9, UnrelEv, 1, ScrEv_other, 1, Unclear, 1, ScrEv_put_cake_oven, 1
free	35	RelNScrEv, 1
style	35	ScrEv_make_hair_style, 4, RelNScrEv, 4, ScrEv_cut, 1, UnrelEv, 1
fix	34	Evoking, 25, RelNScrEv, 3, ScrEv_put_patch/seal, 2, UnrelEv, 2
kept	34	UnrelEv, 17, RelNScrEv, 8, ScrEv_spend_time_bus, 2, ScrEv_wait, 1, ScrEv_other, 1
park	34	RelNScrEv, 7, UnrelEv, 3
prepared	34	UnrelEv, 12, RelNScrEv, 5, ScrEv_prepare_ingredients, 4, ScrEv_take_off_preparations, 2, ScrEv_grease_cake_tin, 2, ScrEv_place_fertilizers, 1, ScrEv_other, 1, ScrEv_talk_haircut, 1, ScrEv_get_tree, 1, ScrEv_make_dough, 1, ScrEv_go_exit, 1, ScrEv_prepare_bath, 1
phone	34	RelNScrEv, 1
filling	34	ScrEv_fill_water/wait, 19, RelNScrEv, 3, ScrEv_refill_hole, 3, ScrEv_refill_tire_air, 2, UnrelEv, 2, ScrEv_place_fertilizers, 1
greeted	34	RelNScrEv, 19, ScrEv_small_talk, 8, UnrelEv, 3, ScrEv_check_in, 2, ScrEv_listen_crew, 2
might	34	UnrelEv, 1
frozen	34	UnrelEv, 5, RelNScrEv, 1
working	33	UnrelEv, 22, RelNScrEv, 6, ScrEv_spend_time_train, 2, ScrEv_move_section, 1, ScrEv_prepare_ingredients, 1
register	33	RelNScrEv, 1, ScrEv_register, 1
pour	33	ScrEv_pour_dough, 15, ScrEv_add_ingredients, 5, ScrEv_put_bubble_bath_scent, 5, ScrEv_apply_soap, 2, ScrEv_other, 2, ScrEv_prepare_bath, 2, ScrEv_prepare_ingredients, 1, ScrEv_refill_hole, 1
show	33	RelNScrEv, 6, UnrelEv, 4, ScrEv_talk_haircut, 2, ScrEv_conductor_checks, 2, ScrEv_get_airport, 2, ScrEv_bus_comes, 2, ScrEv_look_mirror, 2, ScrEv_present_ID/ticket, 2, ScrEv_present_boarding_pass, 1, ScrEv_customer_opinion, 1, ScrEv_show_card, 1, ScrEv_listen_crew, 1
returned	32	RelNScrEv, 8, UnrelEv, 8, ScrEv_return_book, 7, ScrEv_other, 2, ScrEv_leave, 2, ScrEv_return_shop_cart, 2, ScrEv_move_section, 1, ScrEv_take_home, 1, Unclear, 1
empty	32	RelNScrEv, 2, ScrEv_open_drain, 1, ScrEv_other, 1, ScrEv_put_bubble_bath_scent, 1
entered	32	ScrEv_enter, 8, RelNScrEv, 4, ScrEv_get_library, 4, UnrelEv, 3, ScrEv_other, 3, ScrEv_board_plane, 3, ScrEv_sink_water, 2, ScrEv_get_on, 2, ScrEv_use_computer, 1, ScrEv_get_airport, 1, ScrEv_get_platform, 1
fly	32	Evoking, 20, UnrelEv, 6, RelNScrEv, 3, ScrEv_take_off, 1
carry	32	RelNScrEv, 7, UnrelEv, 5, ScrEv_other, 3, ScrEv_get_tools, 1
covered	32	ScrEv_refill_hole, 12, UnrelEv, 11, RelNScrEv, 4, ScrEv_decorate, 3, ScrEv_put_on_cape, 2
produce	31	RelNScrEv, 1, UnrelEv, 1
sink	31	ScrEv_sink_water, 4, UnrelEv, 2
choose	31	RelNScrEv, 9, UnrelEv, 7, ScrEv_find_place, 6, ScrEv_choose_tree, 2, ScrEv_get_groceries, 2, ScrEv_take_book, 2, ScrEv_talk_haircut, 1, ScrEv_look_for_book, 1
ended	30	UnrelEv, 25, RelNScrEv, 2, ScrEv_move_section, 1, ScrEv_spend_time_flight, 1
moved	30	UnrelEv, 13, RelNScrEv, 5, ScrEv_move_section, 3, ScrEv_go_security_checks, 1, ScrEv_wait, 1, ScrEv_take_out_cake_tin, 1, ScrEv_bring_vehicle, 1, ScrEv_other, 1, ScrEv_prepare_bath, 1, ScrEv_ride, 1, ScrEv_find_place, 1, ScrEv_move_in_salon, 1
exited	30	ScrEv_get_off, 14, ScrEv_exit_plane, 6, ScrEv_leave, 4, RelNScrEv, 3, ScrEv_get_out_bath, 2, UnrelEv, 1
dig	30	ScrEv_dig_hole, 29, RelNScrEv, 1
preheated	30	ScrEv_preheat, 29, RelNScrEv, 1
search	30	UnrelEv, 2, ScrEv_use_computer, 2, ScrEv_find_bus, 1, ScrEv_move_section, 1, ScrEv_go_security_checks, 1, ScrEv_get_ticket, 1, ScrEv_look_for_book, 1
rinse	30	RelNScrEv, 16, ScrEv_wash, 13, ScrEv_other, 1
watch	30	UnrelEv, 10, ScrEv_spend_time_flight, 6, ScrEv_spend_time_train, 5, RelNScrEv, 3, ScrEv_spend_time_bus, 2, ScrEv_listen_crew, 1
plug	30	ScrEv_close_drain, 5, ScrEv_put_patch/seal, 1, UnrelEv, 1
begin	29	UnrelEv, 23, ScrEv_look_for_book, 1
takes	29	UnrelEv, 12, RelNScrEv, 6, ScrEv_move_in_salon, 2, ScrEv_wait, 1, ScrEv_bus_stops, 1, ScrEv_take_off, 1, ScrEv_other, 1, ScrEv_train_departs, 1, Unclear, 1, ScrEv_remove_cap, 1, ScrEv_cut, 1, ScrEv_get_library, 1
proceeded	29	UnrelEv, 14, ScrEv_move_section, 7, ScrEv_go_security_checks, 3, ScrEv_go_checkout, 2, ScrEv_bring_vehicle, 1
talk	29	UnrelEv, 6, ScrEv_small_talk, 4, ScrEv_spend_time_bus, 4, ScrEv_spend_time_train, 2, ScrEv_listen_crew, 1, ScrEv_talk_haircut, 1
interesting	29	UnrelEv, 2
stick	29	UnrelEv, 12, RelNScrEv, 8, ScrEv_put_cake_oven, 1, ScrEv_place_root, 1, ScrEv_move_section, 1
cooking	28	UnrelEv, 4, ScrEv_wait, 3, Evoking, 2, RelNScrEv, 1
glue	28	ScrEv_put_patch/seal, 1, UnrelEv, 1
planting	28	Evoking, 21, RelNScrEv, 3, ScrEv_place_root, 1, UnrelEv, 1
decide	28	UnrelEv, 23, RelNScrEv, 2, ScrEv_choose_tree, 2, ScrEv_find_place, 1
located	28	UnrelEv, 13, RelNScrEv, 6, ScrEv_look_for_book, 2, ScrEv_find_place, 2, ScrEv_examine_tire, 1, ScrEv_get_groceries, 1, ScrEv_find_terminal, 1, ScrEv_take_book, 1
landed	28	ScrEv_landing, 27, RelNScrEv, 1
driving	28	UnrelEv, 15, RelNScrEv, 3, ScrEv_take_off_preparations, 3, ScrEv_ride, 2, ScrEv_go_grocery, 1, ScrEv_get_library, 1
finding	28	RelNScrEv, 5, ScrEv_look_for_book, 3, ScrEv_find_place, 3, ScrEv_examine_tire, 2, ScrEv_choose_recipe, 2, ScrEv_take_book, 2, UnrelEv, 2, ScrEv_get_shelf, 2, ScrEv_get_groceries, 2, ScrEv_take_seat, 1, ScrEv_take_clean_clothes, 1, ScrEv_choose_tree, 1, ScrEv_check_time-table, 1, ScrEv_notice_problem, 1
worked	27	UnrelEv, 18, RelNScrEv, 3, ScrEv_move_section, 1, Unclear, 1, ScrEv_apply_soap, 1, ScrEv_wash, 1, ScrEv_dig_hole, 1, ScrEv_make_hair_style, 1
pull	27	ScrEv_press_stop_button, 8, RelNScrEv, 4, ScrEv_take_tire_off, 3, ScrEv_open_drain, 2, ScrEv_refill_tire_air, 1, ScrEv_take_out_oven, 1, ScrEv_bus_comes, 1, UnrelEv, 1, ScrEv_add_ingredients, 1, ScrEv_unwrap_root, 1, ScrEv_get_utensils, 1, ScrEv_train_arrives, 1, ScrEv_get_ingredients, 1, ScrEv_prepare_bath, 1
followed	27	UnrelEv, 12, RelNScrEv, 9, ScrEv_go_check_out, 1, ScrEv_get_shelf, 1, Unclear, 1, ScrEv_get_platform, 1, ScrEv_move_in_salon, 1
plan	27	UnrelEv, 10, ScrEv_other, 2, ScrEv_check_time-table, 2, ScrEv_make_list, 1, RelNScrEv, 1, ScrEv_place_root, 1, Evoking, 1
does	27	RelNScrEv, 3, ScrEv_cut, 2, UnrelEv, 2
loved	27	UnrelEv, 20, ScrEv_customer_opinion, 3, ScrEv_eat, 2, RelNScrEv, 1
ask	27	ScrEv_ask_librarian, 11, RelNScrEv, 6, ScrEv_talk_haircut, 4, ScrEv_customer_opinion, 2, UnrelEv, 2, ScrEv_check_in, 2
tried	27	UnrelEv, 23, RelNScrEv, 2, ScrEv_eat, 1
tell	27	UnrelEv, 12, RelNScrEv, 6, ScrEv_talk_haircut, 4, ScrEv_make_appointment, 2, ScrEv_use_computer, 2, ScrEv_press_stop_button, 1
blow	27	ScrEv_dry, 7, ScrEv_refill_tire_air, 1, UnrelEv, 1, ScrEv_other, 1
flew	27	Evoking, 17, RelNScrEv, 5, UnrelEv, 2, ScrEv_take_off, 1, Unclear, 1
climbed	26	ScrEv_board_bus, 8, ScrEv_other, 4, ScrEv_get_off, 4, ScrEv_sink_water, 2, ScrEv_take_off, 2, ScrEv_get_on, 2, RelNScrEv, 1, UnrelEv, 1, ScrEv_get_out_bath, 1, ScrEv_board_plane, 1
seated	26	RelNScrEv, 8, ScrEv_take_seat, 7, ScrEv_sit_down, 5, ScrEv_wait, 2, ScrEv_find_place, 2, UnrelEv, 1
hands	26	ScrEv_other, 1
stay	26	UnrelEv, 15, RelNScrEv, 8, ScrEv_ride, 1, ScrEv_relax, 1, ScrEv_make_hair_style, 1
talked	26	ScrEv_small_talk, 10, UnrelEv, 3, ScrEv_spend_time_bus, 3, RelNScrEv, 2, ScrEv_spend_time_flight, 2, ScrEv_talk_haircut, 2, ScrEv_ask_librarian, 2, ScrEv_spend_time_train, 1, ScrEv_check_in, 1
shoes	26	ScrEv_check_time-table, 1
gardening	26	UnrelEv, 9
settled	26	RelNScrEv, 7, UnrelEv, 5, ScrEv_find_place, 5, ScrEv_take_seat, 3, ScrEv_sink_water, 2, ScrEv_spend_time_train, 1, ScrEv_choose_tree, 1, ScrEv_place_root, 1, ScrEv_get_ingredients, 1
spread	26	ScrEv_decorate, 8, RelNScrEv, 7, UnrelEv, 3, ScrEv_pour_dough, 2, ScrEv_other, 2, ScrEv_place_root, 1, ScrEv_tamp_dirt, 1, ScrEv_unwrap_root, 1
sale	26	UnrelEv, 1
passed	26	RelNScrEv, 8, UnrelEv, 7, ScrEv_move_section, 3, ScrEv_go_security_checks, 3, ScrEv_other, 2, ScrEv_wait, 1, ScrEv_ride, 1, ScrEv_cool_down, 1
dirty	25	UnrelEv, 1
face	25	RelNScrEv, 1
prepare	25	UnrelEv, 8, ScrEv_prepare_bath, 6, ScrEv_grease_cake_tin, 3, ScrEv_make_list, 2, RelNScrEv, 2, ScrEv_other, 1, ScrEv_prepare_ingredients, 1, ScrEv_take_bags, 1, ScrEv_dig_hole, 1
held	25	RelNScrEv, 13, UnrelEv, 6, ScrEv_find_place, 2, ScrEv_put_patch/seal, 1, ScrEv_other, 1
type	25	ScrEv_make_list, 1, ScrEv_use_computer, 1
loaded	25	RelNScrEv, 7, ScrEv_bring_vehicle, 5, UnrelEv, 3, ScrEv_other, 3, ScrEv_put_conveyor, 3, ScrEv_get_tree, 2, ScrEv_pack_groceries, 1, ScrEv_take_home, 1
ran	25	RelNScrEv, 11, UnrelEv, 5, ScrEv_turn_water_on, 2, ScrEv_fill_water/wait, 2, ScrEv_other, 1, ScrEv_get_platform, 1, ScrEv_cashier_scan/weight, 1, ScrEv_get_bus_stop, 1, ScrEv_cut, 1
shade	25	RelNScrEv, 1
wrote	25	ScrEv_note_shelf, 8, ScrEv_make_list, 7, ScrEv_decorate, 4, RelNScrEv, 2, UnrelEv, 1, ScrEv_other, 1, ScrEv_register, 1, ScrEv_check_off, 1
leaving	25	RelNScrEv, 8, ScrEv_train_departs, 8, UnrelEv, 5, ScrEv_take_off, 2, ScrEv_leave, 1, ScrEv_leave_tip, 1
